0;6;309,9456;0;0;7;675;7;5;714;7;4;796;7;3;787;7;2;901
0;7;309,5283;0;7;1;901;0;6;675;7;5;714;7;4;796;7;3;1083
7;1;310,4158;0,4768372;7;2;1083;0;7;901;0;6;675;7;5;714;7;4;661
7;2;309,7901;0;7;3;661;7;1;1083;0;7;901;0;6;675;7;5;1121
7;3;306,3293;0;7;4;1121;7;2;661;7;1;1083;0;7;901;0;6;848
7;4;302,6353;0;7;5;848;7;3;1121;7;2;661;7;1;1083;0;7;1162
7;5;302,3414;1,907349;0;6;1162;7;4;848;7;3;1121;7;2;661;7;1;1142
0;6;304,4868;0;0;7;1142;7;5;1162;7;4;848;7;3;1121;7;2;1632
0;7;307,3807;0;7;1;1632;0;6;1142;7;5;1162;7;4;848;7;3;1586
7;1;304,8903;0;7;2;1586;0;7;1632;0;6;1142;7;5;1162;7;4;1011
7;2;304,5627;0;7;3;1011;7;1;1586;0;7;1632;0;6;1142;7;5;1035
7;3;305,3163;0;7;4;1035;7;2;1011;7;1;1586;0;7;1632;0;6;1816
7;4;304,0191;50,54474;7;5;1816;7;3;1035;7;2;1011;7;1;1586;0;7;1091
7;5;303,4545;0,4768372;0;6;1091;7;4;1816;7;3;1035;7;2;1011;7;1;1275
0;6;301,9588;0;0;7;1275;7;5;1091;7;4;1816;7;3;1035;7;2;1941
0;7;302,495;0;7;1;1941;0;6;1275;7;5;1091;7;4;1816;7;3;1803
7;1;304,4761;0;7;2;1803;0;7;1941;0;6;1275;7;5;1091;7;4;1030
7;2;305,7401;0;7;3;1030;7;1;1803;0;7;1941;0;6;1275;7;5;1293
7;3;305,1703;7,629395;7;4;1293;7;2;1030;7;1;1803;0;7;1941;0;6;1052
7;4;305,3047;24,79553;7;5;1052;7;3;1293;7;2;1030;7;1;1803;0;7;1225
7;5;305,5918;0;0;6;1225;7;4;1052;7;3;1293;7;2;1030;7;1;1117
0;6;304,9109;0;0;7;1117;7;5;1225;7;4;1052;7;3;1293;7;2;1844
0;7;303,6363;0;7;1;1844;0;6;1117;7;5;1225;7;4;1052;7;3;1932
7;1;307,0091;0;7;2;1932;0;7;1844;0;6;1117;7;5;1225;7;4;1078
7;2;306,1853;2,384186;7;3;1078;7;1;1932;0;7;1844;0;6;1117;7;5;1361
7;3;304,1152;0;7;4;1361;7;2;1078;7;1;1932;0;7;1844;0;6;1011
7;4;304,009;0;7;5;1011;7;3;1361;7;2;1078;7;1;1932;0;7;1011
7;5;305,3574;0;0;6;1011;7;4;1011;7;3;1361;7;2;1078;7;1;854
0;6;305,353;0;0;7;854;7;5;1011;7;4;1011;7;3;1361;7;2;1403
0;7;306,0209;0;4;1;1403;0;6;854;7;5;1011;7;4;1011;7;3;1419
4;1;305,0566;0;4;2;1419;0;7;1403;0;6;854;7;5;1011;7;4;758
4;2;302,2451;0;4;3;758;4;1;1419;0;7;1403;0;6;854;7;5;965
4;3;299,8623;2,384186;4;4;965;4;2;758;4;1;1419;0;7;1403;0;6;981
4;4;299,2192;0,4768372;3;5;981;4;3;965;4;2;758;4;1;1419;0;7;1065
3;5;300,8921;0;0;6;1065;4;4;981;4;3;965;4;2;758;4;1;1008
0;6;298,6617;74,3866;0;7;1008;3;5;1065;4;4;981;4;3;965;4;2;1481
0;7;299,7725;32,90176;3;1;1481;0;6;1008;3;5;1065;4;4;981;4;3;1829
3;1;300,1963;0;3;2;1829;0;7;1481;0;6;1008;3;5;1065;4;4;703
3;2;300,7693;18,59665;3;3;703;3;1;1829;0;7;1481;0;6;1008;3;5;638
3;3;300,0838;5,722046;3;4;638;3;2;703;3;1;1829;0;7;1481;0;6;626
3;4;304,5339;0;3;5;626;3;3;638;3;2;703;3;1;1829;0;7;648
3;5;303,4717;0;0;6;648;3;4;626;3;3;638;3;2;703;3;1;892
0;6;301,6785;6,198883;0;7;892;3;5;648;3;4;626;3;3;638;3;2;1840
0;7;301,3141;0,9536743;3;1;1840;0;6;892;3;5;648;3;4;626;3;3;1755
3;1;302,6454;4,291534;3;2;1755;0;7;1840;0;6;892;3;5;648;3;4;656
3;2;300,4323;33,85544;3;3;656;3;1;1755;0;7;1840;0;6;892;3;5;571
3;3;302,1373;0;3;4;571;3;2;656;3;1;1755;0;7;1840;0;6;647
3;4;303,7598;0;3;5;647;3;3;571;3;2;656;3;1;1755;0;7;607
3;5;303,7909;0;0;6;607;3;4;647;3;3;571;3;2;656;3;1;935
0;6;304,8694;0;0;7;935;3;5;607;3;4;647;3;3;571;3;2;2119
0;7;305,301;0;7;1;2119;0;6;935;3;5;607;3;4;647;3;3;2070
7;1;304,3295;0;7;2;2070;0;7;2119;0;6;935;3;5;607;3;4;663
7;2;301,7975;0;7;3;663;7;1;2070;0;7;2119;0;6;935;3;5;707
7;3;297,9032;82,49283;7;4;707;7;2;663;7;1;2070;0;7;2119;0;6;595
7;4;298,4534;0;7;5;595;7;3;707;7;2;663;7;1;2070;0;7;695
7;5;299,9015;0;0;6;695;7;4;595;7;3;707;7;2;663;7;1;884
0;6;300,5798;0;0;7;884;7;5;695;7;4;595;7;3;707;7;2;2362
0;7;301,5663;0;7;1;2362;0;6;884;7;5;695;7;4;595;7;3;2280
7;1;297,9456;0;7;2;2280;0;7;2362;0;6;884;7;5;695;7;4;630
7;2;296,3611;0;7;3;630;7;1;2280;0;7;2362;0;6;884;7;5;687
7;3;298,3593;0;7;4;687;7;2;630;7;1;2280;0;7;2362;0;6;537
7;4;299,5453;0;7;5;537;7;3;687;7;2;630;7;1;2280;0;7;686
7;5;298,6989;0;0;6;686;7;4;537;7;3;687;7;2;630;7;1;990
0;6;300,0313;0;0;7;990;7;5;686;7;4;537;7;3;687;7;2;2384
0;7;292,5153;0;7;1;2384;0;6;990;7;5;686;7;4;537;7;3;2069
7;1;292,6725;0;7;2;2069;0;7;2384;0;6;990;7;5;686;7;4;824
7;2;293,0741;0,9536743;7;3;824;7;1;2069;0;7;2384;0;6;990;7;5;608
7;3;292,3018;301,8379;7;4;608;7;2;824;7;1;2069;0;7;2384;0;6;280
7;4;293,9976;81,06232;1;5;280;7;3;608;7;2;824;7;1;2069;0;7;404
1;5;294,838;53,40576;0;6;404;7;4;280;7;3;608;7;2;824;7;1;1683
0;6;298,2071;0;0;7;1683;1;5;404;7;4;280;7;3;608;7;2;2874
0;7;290,2977;77,72446;7;1;2874;0;6;1683;1;5;404;7;4;280;7;3;1170
7;1;289,3628;0;7;2;1170;0;7;2874;0;6;1683;1;5;404;7;4;454
7;2;293,5922;0;7;3;454;7;1;1170;0;7;2874;0;6;1683;1;5;731
7;3;294,6754;0;7;4;731;7;2;454;7;1;1170;0;7;2874;0;6;793
7;4;295,4026;7,152557;7;5;793;7;3;731;7;2;454;7;1;1170;0;7;649
7;5;292,7706;360,4889;0;6;649;7;4;793;7;3;731;7;2;454;7;1;420
0;6;294,6944;156,4026;0;7;420;7;5;649;7;4;793;7;3;731;7;2;1845
0;7;294,8792;7,152557;7;1;1845;0;6;420;7;5;649;7;4;793;7;3;1858
7;1;295,9954;0;7;2;1858;0;7;1845;0;6;420;7;5;649;7;4;924
7;2;293,652;0;7;3;924;7;1;1858;0;7;1845;0;6;420;7;5;1039
7;3;294,9357;0;7;4;1039;7;2;924;7;1;1858;0;7;1845;0;6;915
7;4;295,7212;0;7;5;915;7;3;1039;7;2;924;7;1;1858;0;7;1059
7;5;292,5265;0;0;6;1059;7;4;915;7;3;1039;7;2;924;7;1;721
0;6;287,3545;540,7333;0;7;721;7;5;1059;7;4;915;7;3;1039;7;2;830
0;7;284,7281;55,31311;7;1;830;0;6;721;7;5;1059;7;4;915;7;3;1009
7;1;284,6695;174,5224;7;2;1009;0;7;830;0;6;721;7;5;1059;7;4;907
7;2;284,7116;1095,772;7;3;907;7;1;1009;0;7;830;0;6;721;7;5;128
7;3;287,1585;455,8563;1;4;128;7;2;907;7;1;1009;0;7;830;0;6;710
1;4;287,9977;0;2;5;710;7;3;128;7;2;907;7;1;1009;0;7;2430
2;5;291,9219;38,14697;0;6;2430;1;4;710;7;3;128;7;2;907;7;1;2086
0;6;288,8665;0;0;7;2086;2;5;2430;1;4;710;7;3;128;7;2;2669
0;7;288,5687;0;7;1;2669;0;6;2086;2;5;2430;1;4;710;7;3;2238
7;1;286,1863;44,34586;7;2;2238;0;7;2669;0;6;2086;2;5;2430;1;4;2027
7;2;285,9901;22,88818;7;3;2027;7;1;2238;0;7;2669;0;6;2086;2;5;2290
7;3;287,9731;155,4489;3;4;2290;7;2;2027;7;1;2238;0;7;2669;0;6;2262
3;4;287,7039;30,99442;7;5;2262;7;3;2290;7;2;2027;7;1;2238;0;7;2297
7;5;286,4938;0;0;6;2297;3;4;2262;7;3;2290;7;2;2027;7;1;1480
0;6;287,9054;4,291534;0;7;1480;7;5;2297;3;4;2262;7;3;2290;7;2;877
0;7;291,5125;18,11981;7;1;877;0;6;1480;7;5;2297;3;4;2262;7;3;1478
7;1;288,4211;890,7318;7;2;1478;0;7;877;0;6;1480;7;5;2297;3;4;1679
7;2;290,5323;0;7;3;1679;7;1;1478;0;7;877;0;6;1480;7;5;1562
7;3;290,717;30,99442;7;4;1562;7;2;1679;7;1;1478;0;7;877;0;6;1415
7;4;291,051;50,0679;7;5;1415;7;3;1562;7;2;1679;7;1;1478;0;7;1402
7;5;290,2741;206,9473;0;6;1402;7;4;1415;7;3;1562;7;2;1679;7;1;1507
0;6;291,1092;74,86343;0;7;1507;7;5;1402;7;4;1415;7;3;1562;7;2;1999
0;7;289,3288;270,3667;7;1;1999;0;6;1507;7;5;1402;7;4;1415;7;3;892
7;1;288,3552;10,49042;7;2;892;0;7;1999;0;6;1507;7;5;1402;7;4;1443
7;2;286,6834;541,2101;7;3;1443;7;1;892;0;7;1999;0;6;1507;7;5;1449
7;3;286,4644;175,9529;7;4;1449;7;2;1443;7;1;892;0;7;1999;0;6;1458
7;4;286,3301;105,8578;7;5;1458;7;3;1449;7;2;1443;7;1;892;0;7;1448
7;5;285,6967;9,059906;0;6;1448;7;4;1458;7;3;1449;7;2;1443;7;1;1338
0;6;284,2622;28,61023;0;7;1338;7;5;1448;7;4;1458;7;3;1449;7;2;1335
0;7;289,2214;100,6126;7;1;1335;0;6;1338;7;5;1448;7;4;1458;7;3;985
7;1;286,7153;0,9536743;7;2;985;0;7;1335;0;6;1338;7;5;1448;7;4;1313
7;2;285,4738;0;7;3;1313;7;1;985;0;7;1335;0;6;1338;7;5;1284
7;3;284,248;0;7;4;1284;7;2;1313;7;1;985;0;7;1335;0;6;1251
7;4;284,9273;0;7;5;1251;7;3;1284;7;2;1313;7;1;985;0;7;1234
7;5;285,3687;0;0;6;1234;7;4;1251;7;3;1284;7;2;1313;7;1;1213
0;6;283,6977;0;0;7;1213;7;5;1234;7;4;1251;7;3;1284;7;2;1438
0;7;283,7135;0;7;1;1438;0;6;1213;7;5;1234;7;4;1251;7;3;957
7;1;281,0994;0;7;2;957;0;7;1438;0;6;1213;7;5;1234;7;4;1219
7;2;286,7643;0,9536743;7;3;1219;7;1;957;0;7;1438;0;6;1213;7;5;1212
7;3;286,6664;0;1;4;1212;7;2;1219;7;1;957;0;7;1438;0;6;1208
1;4;288,3435;0;2;5;1208;7;3;1212;7;2;1219;7;1;957;0;7;1951
2;5;283,6014;0;0;6;1951;1;4;1208;7;3;1212;7;2;1219;7;1;2009
0;6;286,1749;0;0;7;2009;2;5;1951;1;4;1208;7;3;1212;7;2;2662
0;7;286,9642;0;7;1;2662;0;6;2009;2;5;1951;1;4;1208;7;3;1720
7;1;286,8424;0;7;2;1720;0;7;2662;0;6;2009;2;5;1951;1;4;1910
7;2;285,1756;0;7;3;1910;7;1;1720;0;7;2662;0;6;2009;2;5;2050
7;3;282,0812;0;7;4;2050;7;2;1910;7;1;1720;0;7;2662;0;6;2070
7;4;284,9612;457,7637;7;5;2070;7;3;2050;7;2;1910;7;1;1720;0;7;2083
7;5;285,4217;0;0;6;2083;7;4;2070;7;3;2050;7;2;1910;7;1;1967
0;6;282,3402;0;0;7;1967;7;5;2083;7;4;2070;7;3;2050;7;2;1094
0;7;285,4368;177,8603;7;1;1094;0;6;1967;7;5;2083;7;4;2070;7;3;624
7;1;283,253;0;7;2;624;0;7;1094;0;6;1967;7;5;2083;7;4;1567
7;2;281,4982;0;7;3;1567;7;1;624;0;7;1094;0;6;1967;7;5;1467
7;3;284,1182;0,9536743;7;4;1467;7;2;1567;7;1;624;0;7;1094;0;6;1344
7;4;284,3047;0,9536743;5;5;1344;7;3;1467;7;2;1567;7;1;624;0;7;1219
5;5;282,3937;0,4768372;0;6;1219;7;4;1344;7;3;1467;7;2;1567;7;1;1244
0;6;281,8617;0,9536743;0;7;1244;5;5;1219;7;4;1344;7;3;1467;7;2;594
0;7;280,1128;0;4;1;594;0;6;1244;5;5;1219;7;4;1344;7;3;870
4;1;283,0442;0;4;2;870;0;7;594;0;6;1244;5;5;1219;7;4;509
4;2;284,3732;0;4;3;509;4;1;870;0;7;594;0;6;1244;5;5;887
4;3;283,8111;0;4;4;887;4;2;509;4;1;870;0;7;594;0;6;1344
4;4;282,4536;0;4;5;1344;4;3;887;4;2;509;4;1;870;0;7;1825
4;5;283,9236;0;0;6;1825;4;4;1344;4;3;887;4;2;509;4;1;1867
0;6;285,1391;0;0;7;1867;4;5;1825;4;4;1344;4;3;887;4;2;2196
0;7;284,9208;0;4;1;2196;0;6;1867;4;5;1825;4;4;1344;4;3;2407
4;1;284,3827;0;4;2;2407;0;7;2196;0;6;1867;4;5;1825;4;4;1590
4;2;282,9502;0;4;3;1590;4;1;2407;0;7;2196;0;6;1867;4;5;1980
4;3;282,1202;0;4;4;1980;4;2;1590;4;1;2407;0;7;2196;0;6;1983
4;4;282,4185;0;4;5;1983;4;3;1980;4;2;1590;4;1;2407;0;7;1912
4;5;281,7104;0;0;6;1912;4;4;1983;4;3;1980;4;2;1590;4;1;1792
0;6;281,6324;0;0;7;1792;4;5;1912;4;4;1983;4;3;1980;4;2;1314
0;7;282,7451;0;4;1;1314;0;6;1792;4;5;1912;4;4;1983;4;3;1200
4;1;283,9533;0;6;2;1200;0;7;1314;0;6;1792;4;5;1912;4;4;1305
6;2;282,5604;0;7;3;1305;4;1;1200;0;7;1314;0;6;1792;4;5;409
7;3;285,2147;0;7;4;409;6;2;1305;4;1;1200;0;7;1314;0;6;1204
7;4;282,6279;0;7;5;1204;7;3;409;6;2;1305;4;1;1200;0;7;1086
7;5;280,1645;0;0;6;1086;7;4;1204;7;3;409;6;2;1305;4;1;1041
0;6;281,6949;0;0;7;1041;7;5;1086;7;4;1204;7;3;409;6;2;1436
0;7;281,8674;0;7;1;1436;0;6;1041;7;5;1086;7;4;1204;7;3;1476
7;1;284,2053;0;7;2;1476;0;7;1436;0;6;1041;7;5;1086;7;4;1249
7;2;283,814;0;7;3;1249;7;1;1476;0;7;1436;0;6;1041;7;5;1258
7;3;282,4772;0;7;4;1258;7;2;1249;7;1;1476;0;7;1436;0;6;1292
7;4;280,9618;27,17972;7;5;1292;7;3;1258;7;2;1249;7;1;1476;0;7;1342
7;5;278,993;0;0;6;1342;7;4;1292;7;3;1258;7;2;1249;7;1;1323
0;6;277,4013;63,89618;0;7;1323;7;5;1342;7;4;1292;7;3;1258;7;2;655
0;7;284,6783;0;7;1;655;0;6;1323;7;5;1342;7;4;1292;7;3;1429
7;1;283,6058;0;7;2;1429;0;7;655;0;6;1323;7;5;1342;7;4;1208
7;2;282,5444;2,861023;7;3;1208;7;1;1429;0;7;655;0;6;1323;7;5;1191
7;3;287,5795;0;7;4;1191;7;2;1208;7;1;1429;0;7;655;0;6;1161
7;4;290,6677;7,629395;7;5;1161;7;3;1191;7;2;1208;7;1;1429;0;7;1129
7;5;289,3792;0;0;6;1129;7;4;1161;7;3;1191;7;2;1208;7;1;1224
0;6;284,3642;0;0;7;1224;7;5;1129;7;4;1161;7;3;1191;7;2;1856
0;7;286,514;0;7;1;1856;0;6;1224;7;5;1129;7;4;1161;7;3;1312
7;1;286,7853;0;7;2;1312;0;7;1856;0;6;1224;7;5;1129;7;4;1337
7;2;284,9313;0;7;3;1337;7;1;1312;0;7;1856;0;6;1224;7;5;1372
